Rank	Token	No space  (nsp)	MTW  identifiers	First			Second		
1	El								
2	Príncipe	nsp							
3	de	nsp							
4	Asturias	nsp							
5	,								
6	que								
7	el								
8	martes								
9	asistió			1	VPC				
10	como								
11	invitado								
12	de								
13	honor								
14	a			1					
15	la								
16	ceremonia								
17	de								
18	apertura								
19	del		A						
20	llamado								
21	del	nsp	B						
22	Voluntariado	nsp							
23	2001								
24	en								
25	la								
26	ONU	nsp							
27	,								
28	tiene			2	LVC				
29	previsto			2					
30	viajar								
31	hoy								
32	a								
33	México								
34	para								
35	asistir			3	VPC				
36	a			3					
37	la								
38	toma								
39	de								
40	posesión								
41	de								
42	Vicente	nsp							
43	Fox								
44	como								
45	presidente								
46	de								
47	ese								
48	país	nsp							
49	.								
									
1	Pero								
2	con								
3	moderación								
4	protege								
5	los								
6	intestinos								
7	y								
8	por								
9	eso								
10	dejar			1	LVC				
11	de			1					
12	fumar			1					
13	puede			2	LVC				
14	ser			2					
15	también								
16	perjudicial	nsp							
17	.								
									
1	Sigue			1	LVC				
2	siendo			1					
3	del		A						
4	Barça								
5	y								
6	se			2	LVC/VPC				
7	siente			2					
8	irremisiblemente								
9	atraída			2					
10	por			2					
11	la								
12	lectura								
13	y								
14	por			2					
15	el								
16	ajedrez	nsp							
17	.								
							
1	"								
2	A								
3	la								
4	selección								
5	puedo			1	LVC				
6	aportarle		A	1					
7	lo								
8	mejor								
9	como								
10	defensa								
11	central								
12	y								
13	no								
14	como								
15	lateral								
16	porque								
17	hace								
18	bastante								
19	no								
20	juego								
21	ahí								
22	y								
23	además								
24	no								
25	me								
26	siento								
27	bien								
28	en								
29	ese								
30	puesto	nsp							
31	.								
32	Si								
33	me								
34	toca								
35	jugar								
36	con								
37	Bermúdez								
38	o								
39	con								
40	Yepes								
41	me								
42	da			2	ID				
43	igual	nsp		2					
44	,								
45	ambos								
46	son								
47	dos								
48	grandes								
49	defensas	nsp							
50	,								
51	con								
52	calidad								
53	y								
54	jerarquía	nsp							
55	,								
56	que								
57	pueden			3	LVC				
58	ser			3					
59	muy								
60	importantes								
61	frente	nsp							
62	a								
63	Perú								
64	y								
65	Ecuador	nsp							
66	"	nsp							
67	,								
68	sostuvo								
69	Córdoba	nsp							
70	.								
									
1	El								
2	juez								
3	federal								
4	Michael	nsp							
5	Moore								
6	dictaminó								
7	hace								
8	dos								
9	semanas								
10	que								
11	sólo								
12	la								
13	secretaria								
14	de								
15	Justicia								
16	tiene								
17	competencia								
18	sobre								
19	el								
20	asunto								
21	y								
22	ésta								
23	ya								
24	ha								
25	decidido								
26	que								
27	el								
28	niño								
29	debe			1	LVC				
30	regresar			1					
31	con								
32	su								
33	padre								
34	a								
35	la								
36	isla	nsp							
37	.								
									
1	Libres								
2	de								
3	esas								
4	y								
5	otras								
6	inclinaciones								
7	los								
8	hombres								
9	serían	nsp							
10	,								
11	escribe								
12	Kant	nsp							
13	,								
14	benignos								
15	como								
16	los								
17	corderos								
18	a								
19	los								
20	que								
21	hacen			1	LVC				
22	pastar	nsp		1					
23	,								
24	y								
25	apenas								
26	darían								
27	a								
28	su								
29	propia								
30	existencia								
31	un								
32	valor								
33	superior								
34	al		A						
35	de								
36	ese								
37	rebaño								
38	doméstico	nsp							
39	.								
									
1	La								
2	presión								
3	atmosférica								
4	devolvía								
5	el								
6	émbolo								
7	a								
8	su								
9	posición								
10	original	nsp							
11	,								
12	debido	nsp							
13	al								
14	enrarecimiento								
15	del		A						
16	aire								
17	del		A						
18	cilindro								
19	originado								
20	por								
21	la								
22	explosión	nsp							
23	.								
									
1	El								
2	alemán								
3	se								
4	presentó								
5	con								
6	una								
7	victoria								
8	en								
9	la								
10	manga	nsp							
11	:								
12	su								
13	triunfo								
14	ante								
15	la								
16	báscula	nsp							
17	.								
									
1	La								
2	programación								
3	estival								
4	de								
5	TV-3								
6	se								
7	inicia								
8	hoy								
9	propiamente								
10	dicho								
11	con								
12	dos								
13	platos								
14	fuertes	nsp							
15	:								
16	El								
17	regreso								
18	de								
19	Laura	nsp							
20	(								
21	21.5	nsp							
22	)	nsp							
23	,								
24	la								
25	comedia								
26	que								
27	protagoniza								
28	Lloll	nsp							
29	Bertran	nsp							
30	,								
31	y								
32	el								
33	estreno								
34	de								
35	la								
36	serie								
37	de								
38	misterio								
39	Testimoni	nsp							
40	silenciós	nsp							
41	(								
42	22.5	nsp							
43	)	nsp							
44	.								
									
1	Una								
2	contrarreloj								
3	de								
4	16,5								
5	kilómetros								
6	pone			1	ID				
7	a	nsp		1					
8	prueba			1					
9	el								
10	nivel								
11	de								
12	los								
13	favoritos	nsp							
14	.								
									
1	La								
2	productora								
3	prevé			1	LVC				
4	facturar			1					
5	este								
6	año								
7	unos								
8	10000								
9	millones								
10	de								
11	pesetas								
12	y								
13	llegar								
14	a								
15	los								
16	260000								
17	millones								
18	de								
19	pesetas								
20	en								
21	el								
22	período								
23	acumulado								
24	entre								
25	2000								
26	y								
27	2009	nsp							
28	,								
29	según								
30	Ontiveros	nsp							
31	,								
32	que								
33	cree								
34	que								
35	la								
36	compañía								
37	comenzará			2	LVC				
38	a			2					
39	tener			2					
40	un								
41	resultado								
42	equilibrado								
43	hacia								
44	2001	nsp							
45	,								
46	cuatro								
47	años								
48	después								
49	de								
50	su								
51	puesta								
52	en								
53	operación	nsp							
54	.								
									
1	Después								
2	de								
3	18								
4	años								
5	en								
6	el								
7	cargo	nsp							
8	,								
9	Jordi	nsp							
10	Terrades								
11	ha			1	VPC				
12	optado			1					
13	por			1					
14	dedicarse		A						
15	a								
16	su	nsp							
17	"								
18	otro								
19	cargo								
20	en								
21	el								
22	partido	nsp							
23	"								
24	.								
