Rank	Token	No space  (nsp)	MTW  identifiers	First			Second				
16	.										
											
1	Πού										
2	και										
3	πού										
4	γυρίζει										
5	προς										
6	το										
7	μέρος										
8	της										
9	μαμάς										
10	της										
11	ζητώντας										
12	ένα										
13	νεύμα										
14	για										
15	να										
16	επιβεβαιωθεί										
17	ότι										
18	ο										
19	μπαμπάς										
20	απλά										
21	κάνει			1	LVC						
22	πλάκα	nsp		1							
23	.										
											
1	Πρέπει										
2	να										
3	έχεις			1	ID						
4	πολύ										
5	γερό			1							
6	στομάχι			1							
7	και										
8	σίγουρα										
9	ταλέντο										
10	στην										
11	υποκριτική	nsp									
12	.										
											
1	Προσθέτει	nsp									
2	,										
3	δε	nsp									
4	,										
5	ότι										
6	όλα										
7	αυτά										
8	της										
9	ξυπνούν			1	ID						
10	μνήμες			1							
11	από			1							
12	το			1							
13	παρελθόν	nsp		1							
14	,										
15	όταν										
16	είχε										
17	αρχίσει										
18	να										
19	μιλάει										
20	στα										
21	media										
22	για										
23	τη										
24	σχέση										
25	της										
26	με										
27	τον										
28	Κλίντον										
29	τον										
30	πρώτο										
31	χρόνο										
32	της										
33	διακυβέρνησής										
34	του	nsp									
35	.										
											
1	Πρόκειται										
2	για										
3	σχεδόν										
4	δεκαπλάσια										
5	κατανάλωση										
6	από										
7	τη										
8	συνηθισμένη										
9	που										
10	έκανε	nsp									
11	,										
12	και										
13	ήταν										
14	4	nsp									
15	.	nsp									
16	500										
17	κιλοβατώρες	nsp									
18	.										
											
1	Πρόσθεσε										
2	ότι										
3	ο										
4	ίδιος										
5	σέβεται										
6	τη										
7	συμφωνία										
8	με										
9	τους										
10	θεσμούς										
11	να										
12	μη										
13	γίνεται										
14	διαπραγμάτευση										
15	μέσω										
16	του										
17	Τύπου										
18	και										
19	σημείωσε										
20	ότι										
21	δεν										
22	έχει										
23	δει										
24	κανένα										
25	επίσημο										
26	έγγραφο										
27	του										
28	ΔΝΤ										
29	που										
30	να										
31	κάνει			1	LVC						
32	λόγο			1							
33	για					SEL					
34	αντιρρήσεις										
35	επί										
36	των										
37	προτάσεων										
38	για										
39	το										
40	ασφαλιστικό										
41	και										
42	την										
43	ανάγκη										
44	για										
45	νέα										
46	μέτρα	nsp									
47	.										
											
1	Σαπέν	nsp									
2	:										
3	Το										
4	ταχύτερο										
5	δυνατόν										
6	να										
7	τεθεί			1	ID						
8	στο			1							
9	τραπέζι			1							
10	η										
11	ελάφρυνση										
12	του										
13	χρέους										
											
1	Σε										
2	άρθρο										
3	με										
4	τίτλο										
5	«	nsp									
6	ΕΕ	nsp									
7	:										
8	Καράβι										
9	χωρίς										
10	καπετάνιο	nsp									
11	»										
12	η										
13	οικονομική										
14	εφημερίδα										
15	Handelsblatt										
16	σχολιάζει										
17	ότι										
18	«	nsp									
19	μισός										
20	χρόνος										
21	προσφυγικής										
22	κρίσης										
23	ήταν										
24	αρκετός										
25	για										
26	να										
27	θέσει			1	LVC						
28	σε			1							
29	μεγάλο										
30	κίνδυνο			1							
31	θεμελιώδη										
32	κεκτημένα										
33	της										
34	ΕΕ	nsp									
35	:										
36	την										
37	ελευθερία										
38	μετακίνησης										
39	και										
40	τη										
41	δίχως										
42	σύνορα										
43	διακίνηση										
44	προϊόντων										
45	στην										
46	ευρωπαϊκή										
47	εσωτερική										
48	αγορά	nsp									
49	»	nsp									
50	.										
											
1	Σε										
2	έναν										
3	κόσμο										
4	όπου										
5	ο										
6	ένας										
7	στους										
8	9										
9	ανθρώπους										
10	πέφτει			1	SENT						
11	για			1							
12	ύπνο			1							
13	κάθε										
14	βράδυ										
15	νηστικός										
16	δεν										
17	μπορούμε										
18	να										
19	δεχτούμε										
20	οι										
21	πιο										
22	πλούσιοι										
23	να										
24	παίρνουν										
25	ακόμη										
26	μεγαλύτερο										
27	κομμάτι										
28	από										
29	την										
30	πίτα	nsp									
31	»	nsp									
32	,										
33	τονίζει										
34	ο										
35	διευθύνων										
36	σύμβουλος										
37	της										
38	βρετανικής										
39	Oxfam										
40	Μαρκ										
41	Γκόλντρινγκ										
											
1	Σε										
2	αυτήν										
3	αναφέρουν										
4	ότι										
5	πήραν			1	ID/LVC						
6	μέρος			1							
7	στην					SEL					
8	ανακεφαλαιοποίηση										
9	του										
10	φθινοπώρου										
11	έχοντας			2	LVC						
12	κατά			2							
13	νου			2							
14	ότι										
15	θα										
16	παρέμενε										
17	ως										
18	διευθύνων										
19	σύμβουλος										
20	ο										
21	Ανθιμος										
22	Θωμόπουλος	nsp									
23	,										
24	τον										
25	οποίον										
26	αξιολογούν										
27	ως										
28	«	nsp									
29	πολύ										
30	ικανό	nsp									
31	»	nsp									
32	.										
											
1	Σε										
2	νέα										
3	ξέρα										
4	προσάραξε										
5	η										
6	προσπάθεια										
7	επιβολής										
8	ενός										
9	φόρου										
10	στις										
11	χρηματοπιστωτικές										
12	συναλλαγές										
13	στην										
14	Ευρώπη	nsp									
15	,										
16	καθώς										
17	και										
18	το										
19	Βέλγιο	nsp									
20	…										
21	κάνει			1	ID						
22	νερά	nsp		1							
23	.										
											
1	Σε										
2	ποινή										
3	φυλάκισης										
4	οκτώ										
5	μηνών										
6	με										
7	τριετή										
8	αναστολή										
9	καταδικάστηκε										
10	χθες										
11	το										
12	στέλεχος										
13	του										
14	τηλεοπτικού										
15	σταθμού										
16	Ε										
17	TV										
18	(	nsp									
19	και										
20	πρώην										
21	του										
22	Extra	nsp									
23	)										
24	Μένιος										
25	Φουρθιώτης	nsp									
26	,										
27	που										
28	κρίθηκε										
29	ένοχος										
30	για										
31	απάτη										
32	από										
33	το										
34	Η	nsp									
35	"'"										
36	Μονομελές										
37	Πλημμελειοδικείο										
38	της										
39	Αθήνας										
40	σχετικά										
41	με										
42	το										
43	φέσι			1	ID						
44	3	nsp									
45	.	nsp									
46	0										
47	ευρώ										
48	που										
49	άφησε			1							
50	σε										
51	κατάστημα										
52	ηλεκτρονικών										
53	υπολογιστών	nsp									
54	.										
											
1	Σε			1	LVC						
2	σοβαρό										
3	κίνδυνο			1							
4	βάζει			1							
5	η										
6	προσφυγική										
7	κρίση										
8	την										
9	ιδέα										
10	της										
11	Ευρωπαϊκής										
12	Ένωσης										
13	δήλωσε										
14	ο										
15	Γάλλος										
16	πρωθυπουργός										
17	Μ	nsp									
18	.										
19	Βαλς										
20	στο										
21	βρετανικό										
22	δίκτυο										
23	BBC	nsp									
24	.										
											
1	Σημειώνεται										
2	ότι										
3	η										
4	Apple										
5	κατέρριψε										
6	το										
7	δικό										
8	της										
9	περσινό										
10	ρεκόρ										
11	της										
12	ίδιας										
13	περιόδου	nsp									
14	,										
15	όταν										
16	είχε										
17	φτάσει										
18	τα										
19	18										
20	δισ	nsp									
21	.										
22	δολάρια	nsp									
23	.										
											
1	Στέλνοντας										
2	η										
3	ΕΚΤ										
4	το										
5	σήμα	nsp									
6	,										
7	το										
8	καλοκαίρι										
9	του										
10	2012	nsp									
11	,										
12	ότι										
13	θα										
14	έκανε										
15	«	nsp									
16	ό	nsp									
17	,	nsp									
18	τι										
19	χρειαστεί	nsp									
20	»	nsp									
21	,										
22	έθεσε			1	LVC						
23	τέλος			1							
24	στην					SEL					
25	κρίση										
26	εμπιστοσύνης										
27	του										
28	ευρώ										
29	και										
30	στην										
31	ύφεση										
32	της										
33	Ευρωζώνης										
											
1	Στενός										
2	κορσές										
3	για										
4	πέντε										
5	ακόμα										
6	χρόνια										
7	μπορεί										
8	να										
9	είναι										
10	η										
11	γενική										
12	διευθύντρια										
13	του										
14	Διεθνούς										
15	Νομισματικού										
16	Ταμείου	nsp									
17	,										
18	Κριστίν										
19	Λαγκάρντ	nsp									
20	,										
21	σύμφωνα										
22	με										
23	σημερινές										
24	δηλώσεις										
25	της										
26	στο										
27	κανάλι										
28	France										
29	2	nsp									
30	.										
											
1	Στη										
2	χώρα										
3	καλπάζει										
4	ήδη										
5	ο										
6	πληθωρισμός	nsp									
7	,										
8	ενώ										
9	η										
10	στάση										
11	πληρωμών										
12	βρίσκεται			1	ID						
13	προ			1							
14	των			1							
15	πυλών			1							
16	ουσιαστικά										
17	από										
18	το										
19	δεύτερο										
20	εξάμηνο										
21	του										
22	2014	nsp									
23	,										
24	όταν										
25	άρχισε										
26	η										
27	πτώση										
28	του										
29	πετρελαίου	nsp									
30	.										
											
1	Στην										
2	ουσία										
3	αυτό										
4	που										
5	προβλέπει										
6	η										
7	συγκεκριμένη										
8	τροποποίηση										
9	είναι										
10	ότι										
11	οι										
12	διαδικτυακές										
13	εταιρείες										
14	που										
15	θέλουν										
16	να										
17	απευθύνονται										
18	σε										
19	οποιονδήποτε										
20	χρήστη										
21	κάτω										
22	των										
23	16										
24	ετών										
25	θα										
26	πρέπει										
27	να										
28	έχουν										
29	πάρει			1	LVC						
30	πρώτα										
31	την										
32	άδεια			1							
33	των										
34	γονέων	nsp									
35	.										
											
1	Στην										
2	προσωπική										
3	της										
4	ζωή										
5	είναι										
6	παντρεμένη	nsp									
7	,										
8	ωστόσο										
9	υποδύεται										
10	με										
11	μαεστρία										
12	την										
13	ανύπαντρη										
14	Μπέλα										
15	της										
16	οικογένειας										
17	Χαμπεά	nsp									
18	,										
19	η										
20	οποία										
21	αν										
22	και										
23	39										
24	ετών	nsp									
25	,										
26	δεν										
27	λέει										
28	να										
29	το			1	ID						
30	βάλει			1							
31	κάτω	nsp		1							
32	.										
											
1	Στις										
2	αρχές										
3	Ιανουαρίου										
4	η										
5	πολωνική										
6	κυβέρνηση										
7	πέρασε			1	ID						
8	άλλο										
9	νόμο			1							
10	που										
11	της										
12	δίνει			2	LVC						
13	την			2							
14	εξουσία			2							
15	να										
16	διορίζει										
17	τους										
18	επικεφαλής										
19	των										
20	δημόσιων										
21	ΜΜΕ	nsp									
22	.										
											
1	Στο										
2	twitter										
3	(	nsp									
4	#	nsp									
5	hagabimana	nsp									
6	)										
7	πολλοί										
8	υποστηρικτές										
9	του										
10	Σπύρου	nsp									
11	,										
12	που										
13	έχει			1	OTH/_						
14	μείνει			1							
15	χαραγμένος			1							
16	στη			1							
17	μνήμη			1							
18	πολλών										
19	ως										
20	ο										
21	βιβλιοθηκάριος										
22	στην										
23	πάλαι										
24	ποτέ										
25	ΑΣΟΕΕ	nsp									
26	,										
27	κάνουν			2	LVC						
28	έκκληση			2							
29	στις					SEL					
30	ελληνικές										
31	αρχές										
32	να										
33	διασφαλίσουν										
34	τη										
35	μεταφορά										
36	του										
37	από										
38	το										
39	Μπουρούντι	nsp									
40	.										
											
1	Στο										
2	σημείο										
3	αυτό	nsp									
4	,										
5	ο										
6	πρωθυπουργός										
7	άφησε			1	LVC						
8	επίσης										
9	αιχμές			1							
10	προς					SEL/_					
11	τη										
12	Λαϊκή										
13	Ενότητα										
14	κάνοντας			2	LVC						
15	λόγο			2							
16	για					SEL/_					
17	«	nsp									
18	ανόητες										
19	συμβουλές										
20	να										
21	συγκρουστούμε										
22	τυφλά	nsp									
23	.	nsp									
24	.	nsp									
25	.										
											
1	Στο			1	ID						
2	τραπέζι			1							
3	έχουν			1							
4	πέσει			1							
5	προτάσεις			1							
6	για					SEL					
7	κλιμάκωση										
8	του										
9	αγώνα										
10	με										
11	συλλαλητήρια										
12	σε										
13	μεγάλες										
14	πόλεις	nsp									
15	.										
											
1	Συγκεκριμένα										
2	με										
3	το										
4	προσχέδιο										
5	αριθμεί										
6	τα										
7	παρακάτω										
8	βήματα										
9	στα										
10	οποία										
11	καλεί										
12	τα										
13	κράτη										
14	μέλη										
15	να										
16	έχουν			1	LVC						
17	κάνει			1							
18	πρόοδο			1							
19	μέχρι										
20	την										
21	επόμενη										
22	Σύνοδο										
23	Κορυφής										
24	του										
25	Φεβρουαρίου										
											
1	Συρία	nsp									
2	:										
3	Έκκληση										
4	Κέρι										
5	σε										
6	κυβέρνηση										
7	και										
8	αντιπολίτευση										
9	«	nsp									
10	να										
11	αδράξουν			1	SENT						
12	την			1							
13	ευκαιρία	nsp		1							
14	»										
											
1	Σφίγγει			1	ID						
2	την			1							
3	πρέσα			1							
4	η										
5	Κομισιόν										
6	στο										
7	προσφυγικό										
											
1	Σύμφωνα										
2	με										
3	πληροφορίες	nsp									
4	,										
5	η										
6	Βάσω										
7	είναι										
8	τόσο										
9	κουρασμένη										
10	με										
11	τις										
12	ετοιμασίες			1	LVC						
13	που										
14	κάνουν			1							
15	εκείνη										
16	και										
17	ο										
18	Χάρης										
19	για										
20	τη										
21	μετακόμισή										
22	τους										
23	στο										
24	Λονδίνο	nsp									
25	,										
26	που										
27	πέφτει			2	ID						
28	ξερή										
29	για			2							
30	ύπνο			2							
31	και										
32	δεν										
33	λέει										
34	να										
35	ξυπνήσει	nsp									
36	.										
											
1	Σύμφωνα										
2	με										
3	πληροφορίες	nsp									
4	,										
5	ο										
6	δύο										
7	ετών										
8	Ρομά										
9	είχε										
10	διαφύγει			1	ID						
11	της			1							
12	προσοχής			1							
13	των										
14	γονιών										
15	του										
16	και										
17	για										
18	αρκετή										
19	ώρα										
20	έκανε			2	LVC						
21	βόλτα			2							
22	μόνος										
23	του										
24	στους										
25	δρόμους										
26	της										
27	περιοχής	nsp									
28	.										
											
1	Σύμφωνα										
2	με										
3	τον										
4	Ρέντσι										
5	«	nsp									
6	η										
7	Ιταλία										
8	δεν										
9	υψώνει			1	ID/LVC						
10	τη			1							
11	φωνή	nsp		1							
12	,										
13	απλά										
14	σηκώνει										
15	το										
16	χέρι	nsp									
17	,										
18	κάνει			2	LVC						
19	προτάσεις	nsp		2							
20	»	nsp									
21	,										
22	και										
23	στην										
24	φάση										
25	αυτή										
26	«	nsp									
27	δεν										
28	λείπουν										
29	και										
30	οι										
31	σύμμαχοι	nsp									
32	»										
											
1	Σύμφωνα										
2	πάντως										
3	με										
4	τον										
5	επικεφαλής										
6	της										
7	Mediaset										
8	Spain										
9	Μανουέλ										
10	Βιλανουέβα	nsp									
11	,										
12	σκοπός										
13	του										
14	προγράμματος										
15	είναι										
16	να										
17	ρίξει			1	LVC						
18	φως			1							
19	σε					SEL					
20	έναν										
21	«	nsp									
22	άγνωστο										
23	κόσμο	nsp									
24	»										
25	και										
26	ενδεχομένως										
27	να										
28	προσφέρει			2	LVC						
29	χείρα			2							
30	βοηθείας			2							
31	στα					SEL					
32	μοναστήρια	nsp									
33	,										
34	σε										
35	μια										
36	εποχή										
37	που										
38	όλο										
39	και										
40	λιγότερος										
41	κόσμος										
42	επιλέγει										
43	τον										
44	μοναχικό										
45	βίο	nsp									
46	.										
											
1	Τo										
2	ζήτημα										
3	αναμένεται										
4	σύντομα										
5	να										
6	βρει			1	LVC						
7	τη										
8	λύση			1							
9	του	nsp									
10	,										
11	δεδομένου										
12	ότι										
13	για										
14	το										
15	θέμα										
16	«	nsp									
17	καίγεται	nsp									
18	»										
19	εκτός										
20	από										
21	τους										
22	προσφεύγοντες										
23	και										
24	τον										
25	ΟΠΑΠ										
26	και										
27	η										
28	ίδια										
29	η										
30	κυβέρνηση	nsp									
31	.										
											
1	Τάραξε			1	SENT						
2	τα			1							
3	νερά			1							
4	στη										
5	Βουλή										
6	ο										
7	σκηνοθέτης										
8	και										
9	βουλευτής										
10	του										
11	ΣΥΡΙΖΑ										
12	Θέμης										
13	Μουμουλίδης	nsp									
14	.										
											
1	Τέλος			1	LVC						
2	στην					SEL					
3	εσώκλειστη										
4	φοίτηση										
5	των										
6	δευτεροετών	nsp									
7	,										
8	τριτοετών										
9	και										
10	τετραετών										
11	σπουδαστών										
12	της										
13	Σχολής										
14	Αξιωματικών										
15	Ελληνικής										
16	Αστυνομίας	nsp									
17	,										
18	δόθηκε			1							
19	με										
20	απόφαση										
21	του										
22	αναπληρωτή										
23	Υπουργού										
24	Προστασίας										
25	του										
26	Πολίτη	nsp									
27	,										
28	Νίκου										
29	Τόσκα	nsp									
30	.										
											
1	Τέλος	nsp									
2	,										
3	ένα										
4	μέσο										
5	κοινωνικής										
6	δικτύωσης										
7	το										
8	οποίο										
9	φαίνεται										
10	να										
11	κερδίζει			1	SENT						
12	έδαφος			1							
13	είναι										
14	το										
15	Twitter	nsp									
16	.										
											
1	Τέλος	nsp									
2	,										
3	για										
4	την										
5	ασφαλιστική										
6	μεταρρύθμιση	nsp									
7	,										
8	ο										
9	ΣΕΒ										
10	επισημαίνει										
11	ότι										
12	η										
13	συνεπαγόμενη										
14	φορολογική										
15	επιβάρυνση										
16	απειλεί										
17	να										
18	εξοντώσει										
19	κάθε										
20	τι										
21	ζωντανό										
22	στην										
23	ιδιωτική										
24	οικονομία	nsp									
25	,										
26	προκειμένου										
27	να										
28	διατηρηθούν										
29	τα										
30	προνόμια										
31	σε										
32	ένα										
33	αναξιόπιστο										
34	ασφαλιστικό										
35	σύστημα										
36	που										
37	ενθαρρύνει										
38	την										
39	αδήλωτη										
40	εργασία	nsp									
41	,										
42	επιβραβεύει										
43	τους										
44	μπαταχτσήδες										
45	και										
46	αδικεί	nsp									
47	,										
48	όσους										
49	δούλεψαν										
50	μια										
51	ζωή	nsp									
52	,										
53	έζησαν										
54	μετρημένα	nsp									
55	,										
56	πλήρωναν										
57	τις										
58	(	nsp									
59	υψηλές	nsp									
60	)										
61	εισφορές										
62	στα										
63	ασφαλιστικά										
64	ταμεία										
65	τους										
66	και										
67	νόμιζαν										
68	ότι										
69	έβαλαν			1	SENT						
70	λεφτά			1							
71	στην			1							
72	άκρη	nsp		1							
73	.										
											
1	Τέλος	nsp									
2	,										
3	ο										
4	επικεφαλής										
5	της										
6	παράταξης										
7	«	nsp									
8	Ελληνική										
9	Αυγή										
10	για										
11	την										
12	Αθήνα	nsp									
13	»										
14	Ηλίας										
15	Κασιδιάρης										
16	κάλεσε										
17	τους										
18	κατοίκους										
19	της										
20	πλατείας										
21	Βικτωρίας	nsp									
22	,										
23	να										
24	αντιδράσουν										
25	δυναμικά	nsp									
26	,										
27	«	nsp									
28	να										
29	πάρουν			1	SENT						
30	την			1							
31	κατάσταση			1							
32	στα			1							
33	χέρια			1							
34	τους	nsp		1							
35	»	nsp									
36	,										
37	είπε	nsp									
38	,										
39	όπως										
40	είχαν										
41	πράξει	nsp									
42	,										
43	στο										
44	παρελθόν										
45	και										
46	οι										
47	κάτοικοι										
48	του										
49	Αγ	nsp									
50	.										
51	Παντελεήμονα	nsp									
52	,										
53	προκαλώντας										
54	την										
55	έντονη										
56	αντίδραση										
57	του										
58	δημάρχου										
59	και										
60	άλλων										
61	δημοτικών										
62	συμβούλων	nsp									
63	.										
											
1	Τέλος	nsp									
2	,										
3	στον										
4	ΣΚΑΪ										
5	τον										
6	Μάρτιο										
7	θα	nsp									
8	.	nsp									
9	.	nsp									
10	.										
11	σκάσει			1	ID						
12	μύτη			1							
13	το										
14	μουσικό										
15	τάλεντ										
16	σόου										
17	«	nsp									
18	X	nsp									
19	-	nsp									
20	Factor	nsp									
21	»	nsp									
22	,										
23	μια										
24	κωμική										
25	σειρά										
26	με										
27	τον										
28	Γιώργο										
29	Παρτσαλάκη	nsp									
30	,										
31	σε										
32	σενάριο										
33	Λευτέρη										
34	Καπώνη	nsp									
35	,										
36	και										
37	μία										
38	εκπομπή										
39	για										
40	τον										
41	κινηματογράφο										
42	με										
43	τίτλο										
44	«	nsp									
45	Προσεχώς										
46	έργα	nsp									
47	»	nsp									
48	.										
											
1	Τα										
2	facebook										
3	και										
4	τα										
5	twitter										
6	των										
7	πολιτικών										
8	πήραν			1	ID						
9	φωτιά	nsp		1							
10	!										
											
1	Τα										
2	παιδικά										
3	χρόνια										
4	του										
5	ήταν										
6	ξένοιαστα	nsp									
7	,										
8	ζούσε										
9	πλουσιοπάροχα	nsp									
10	,										
11	οι										
12	γονείς										
13	του										
14	πρόσφεραν										
15	τα										
16	πάντα										
17	σ	nsp									
18	"'"										
19	εκείνον										
20	και										
21	στον										
22	αδερφό										
23	του										
24	Διονύση	nsp									
25	,										
26	μέχρι										
27	που										
28	η										
29	κρίση										
30	χτύπησε										
31	την										
32	πόρτα										
33	της										
34	οικογένειας										
35	και										
36	μάλιστα										
37	με										
38	«	nsp									
39	άγριο	nsp									
40	»										
41	τρόπο	nsp									
42	.										
											
1	Τελικά										
2	επενέβη										
3	ο										
4	Χορν										
5	και										
6	έδωσε			1	LVC						
7	μάχη			1							
8	για										
9	μένα	nsp									
10	.										
											
1	Την										
2	ίδια										
3	στιγμή	nsp									
4	,										
5	πάντως	nsp									
6	,										
7	αίσθηση										
8	προκάλεσαν										
9	δύο										
10	άλλες										
11	παράπλευρες										
12	πτυχές										
13	στο										
14	παρασκήνιο										
15	της										
16	εξέλιξης	nsp									
17	.										
											
1	Την										
2	ανησυχία										
3	τους										
4	εκφράζουν										
5	Ευρωπαίοι										
6	αξιωματούχοι										
7	για										
8	την										
9	κομματικοποίηση										
10	του										
11	δημοσίου										
12	τομέα										
13	στην										
14	Ελλάδα										
15	από										
16	την										
17	κυβέρνηση										
18	ΣΥΡΙΖΑ	nsp									
19	-	nsp									
20	ΑΝΕΛ										
21	και										
22	κρούουν			1	SENT						
23	τον			1							
24	κώδωνα			1							
25	του			1							
26	κινδύνου			1							
27	ότι										
28	κάτι										
29	τέτοιο										
30	μπορεί										
31	να										
32	έχει										
33	συνέπειες										
34	στην										
35	πορεία										
36	του										
37	προγράμματος	nsp									
38	.										
											
1	Την										
2	πήρα			1	LVC						
3	μάλιστα										
4	τηλέφωνο			1							
5	βραδιάτικα	nsp									
6	,										
7	φορώντας										
8	ακόμη										
9	το										
10	νυφικό	nsp									
11	,										
12	και										
13	της										
14	είπα										
15	«	nsp									
16	Μαιρούλα	nsp									
17	,										
18	θα										
19	πας										
20	γαμήλιο										
21	ταξίδι										
22	με										
23	τον										
24	Γιώργο	nsp									
25	»	nsp									
26	.										
											
1	Της										
2	την			1	ID/OTH						
3	έφερε			1							
4	της										
5	κοπέλας	nsp									
6	!										
											
1	Το										
2	FTR										
3	είναι										
4	ένα										
5	χρήσιμο										
6	εργαλείο										
7	που										
8	υποστηρίζει										
9	τη										
10	στρατηγική										
11	ανάπτυξη										
12	της										
13	επιστήμης										
14	και										
15	τεχνολογίας										
16	(	nsp									
17	S	nsp									
18	&	nsp									
19	T	nsp									
20	)										
21	και										
22	παρέχει										
23	ισορροπία										
24	ανάμεσα										
25	στις										
26	μελλοντικές										
27	απαιτήσεις										
28	της										
29	αγοράς										
30	(	nsp									
31	market										
32	pull	nsp									
33	)										
34	και										
35	των										
36	επιστημονικών										
37	και										
38	τεχνολογικών										
39	ικανοτήτων										
40	(	nsp									
41	technology										
42	push	nsp									
43	)										
44	ενός										
45	ακαδημαϊκού										
46	-										
47	ερευνητικού										
48	οργανισμού	nsp									
49	.										
											
1	Το										
2	«	nsp									
3	λάθος	nsp									
4	»										
5	μεταξωτό										
6	φουλάρι										
7	του										
8	Αλέξη										
9	Τσίπρα										
10	που										
11	έκλεψε			1	OTH						
12	την			1							
13	παράσταση			1							
											
1	Το										
2	Δ	nsp									
3	.	nsp									
4	Σ	nsp									
5	.										
6	του										
7	Ταμείου										
8	έχει										
9	επιβεβαιώσει										
10	την										
11	εμπιστοσύνη										
12	του										
13	στο										
14	πρόσωπό										
15	της										
16	και										
17	στην										
18	ικανότητά										
19	της										
20	να										
21	φέρει			1	ID						
22	σε			1							
23	πέρας			1							
24	τις										
25	υποχρεώσεις										
26	της										
27	με										
28	επιτυχία	nsp									
29	.										
											
1	Το										
2	ερώτημα			1	LVC						
3	που										
4	τίθεται			1							
5	είναι										
6	τι										
7	μπορεί										
8	να										
9	γίνει										
10	μετά	nsp									
11	,										
12	σημείωσε										
13	η										
14	ίδια										
15	εκπρόσωπος	nsp									
16	,										
17	και										
18	έκανε			2	LVC						
19	αναφορά			2							
20	στο					SEL					
21	άρθρο										
22	19										
23	και										
24	26										
25	της										
26	Συνθήκης										
27	Σένγκεν	nsp									
28	.										
											
1	Το										
2	ποιοι										
3	τους										
4	άφησαν										
5	εκεί										
6	και										
7	κυρίως										
8	το										
9	γιατί										
10	παραμένει										
11	ένα										
12	μυστήριο	nsp									
13	,										
14	το										
15	σίγουρο										
16	είναι										
17	ότι										
18	η										
19	Ρόουζ										
20	βρήκε			1	SENT						
21	τον			1							
22	δρόμο			1							
23	της	nsp		1							
24	.										
											
1	Το										
2	πρώτο										
3	χαμόγελο										
4	του										
5	μικρού										
6	Φοίβου										
7	μετά										
8	το										
9	μεγάλο										
10	σοκ			1	LVC						
11	που										
12	πέρασε			1							
13	έπειτα										
14	από										
15	τη										
16	δολοφονία										
17	της										
18	μητέρας										
19	του										
20	από										
21	τον										
22	ίδιο										
23	του										
24	τον										
25	πατέρα										
26	και										
27	τις										
28	18										
29	ημέρες										
30	που										
31	πέρασε										
32	σε										
33	μια										
34	καλύβα	nsp									
35	,										
36	λίγο										
37	έξω										
38	από										
39	το										
40	χωριό										
41	Ορμύλια	nsp									
42	,										
43	κατέγραψε										
44	η										
45	κάμερα										
46	του										
47	protothema	nsp									
48	.	nsp									
49	gr	nsp									
50	.										
											
1	Το										
2	υπουργείο										
3	Ναυτιλίας										
4	και										
5	Νησιωτικής										
6	Πολιτικής										
7	βρίσκεται			1	LVC						
8	σε			1							
9	συνεχή										
10	συνεννόηση			1							
11	με										
12	τις										
13	αρμόδιες										
14	κυβερνητικές										
15	δομές										
16	προκειμένου										
17	να										
18	σταθμιστεί										
19	η										
20	ανάληψη										
21	περαιτέρω										
22	πρωτοβουλιών										
23	σε										
24	διεθνές										
25	επίπεδο										
26	με										
27	στόχο										
28	την										
29	αποφυγή										
30	εκδήλωσης										
31	παρόμοιων										
32	τραγωδιών										
33	στο										
34	μέλλον	nsp									
35	.										
											
1	Τον										
2	Εγγλέζο										
3	πρωθυπουργό	nsp									
4	,										
5	στρατιωτικό										
6	και										
7	δημοσιογράφο										
8	χαρακτήριζε										
9	σπάνια										
10	οξύνοια										
11	και										
12	αστείρευτο										
13	χιούμορ										
14	που										
15	τσάκιζε			1	ID						
16	κόκαλα	nsp		1							
17	.										
											
1	Τρίτον	nsp									
2	,										
3	η										
4	ακραία										
5	ανισότητα										
6	μπορεί										
7	να										
8	βασίζεται										
9	στη										
10	δύναμη	nsp									
11	:										
12	στελέχη										
13	μεγάλων										
14	επιχειρήσεων										
15	αποφασίζουν										
16	για										
17	τις										
18	αμοιβές										
19	τους										
20	όπως										
21	όσοι										
22	κινούν			1	OTH						
23	τα			1							
24	νήματα			1							
25	του										
26	χρηματοπιστωτικού										
27	τομέα										
28	κάνουν			2	ID						
29	περιουσίες			2							
30	βάσει										
31	εσωτερικής										
32	πληροφόρησης										
33	ή										
34	εισπράττοντας										
35	τεράστιες										
36	αμοιβές										
37	από										
38	αφελείς										
39	επενδυτές	nsp									
40	.										
											
1	Τραγικό			1	LVC						
2	θάνατο			1							
3	βρήκε			1							
4	ένα										
5	αγοράκι										
6	μόλις										
7	δύο										
8	ετών	nsp									
9	,										
10	όταν										
11	παρασύρθηκε										
12	το										
13	μεσημέρι										
14	της										
15	Κυριακής										
16	από										
17	φορτηγό										
18	στη										
19	συμβολή										
20	των										
21	οδών										
22	Πραβίου										
23	και										
24	Πτολεμαΐδος										
25	στο										
26	Περιστέρι	nsp									
27	.										
											
1	Τώρα										
2	που										
3	η										
4	χώρα										
5	έχει			1	LVC						
6	ανάγκη			1							
7	από					SEL				not sure	
8	ρευστότητα	nsp									
9	,										
10	είναι										
11	προτιμότερο										
12	τα										
13	κεφάλαια										
14	της										
15	Εθνικής										
16	να										
17	διοχετεύονται										
18	εκεί										
19	που										
20	είναι										
21	οι										
22	χρηματοδοτικές										
23	ανάγκες										
24	για										
25	την										
26	έξοδο										
27	της										
28	χώρας										
29	από										
30	την										
31	ύφεση	nsp									
32	.										
											
1	Υπέγραψε										
2	το										
3	μνημόνιο										
4	πατώντας			1	ID						
5	φρένο			1							
